gene_symbol	full	reduced
TPMT	0.804365323	0.813474487
TPP1	0.527572412	0.525702767
TPPP2	0.818151447	
TPPP3	0.430657031	0.437898811
TPR	0.518821845	
TPRKB	0.657483128	
TPSAB1	0.590257014	0.592928664
TPSD1	0.384223087	
TPSG1	0.270330492	
TPT1	0.721876368	0.725073207
TRAF2	0.786391555	0.800822613
TRAF3	0.384851296	
TRAF3IP2	0.489848437	
TRDMT1	0.873627849	
TREH	0.793540093	
TREM2	0.641443373	0.644904376
TREML1	0.544695763	
TREML2	0.384254864	0.386769413
TRIAP1	0.712928665	0.714659522
TRIM21	0.865380538	0.867767917
TRIM24	0.68040884	
TRIM25	1.134806801	
TRIM26	0.584720333	
TRIM40	0.744649638	
TRIM5	0.953181118	0.96517402
TRIM58	0.907172517	
TRPV3	0.506219356	
TSC1	0.771775951	
TSC22D1	0.695348904	
TSHB	0.860903984	0.867143542
TSLP	0.661068345	0.667237379
TSNAX	0.412173265	
TSPAN1	0.680042534	0.682452148
TSPAN15	0.517538234	
TSPAN7	0.958805284	
TSPAN8	1.062756186	
TSPYL1	0.413706993	
TST	0.830549231	0.835522953
TTF2	0.507000865	
TTN	0.700957677	
TTR	0.276861557	
TUBB3	0.288110477	
TWF2	0.877875676	
TXK	0.776183154	
TXLNA	0.997326063	1.00432861
TXN	0.458777126	
TXNDC15	0.303531167	0.304168134
TXNDC5	0.769166775	0.771087658
TXNDC9	0.549638884	
TXNL1	1.016268357	
TXNRD1	0.525331835	0.526832677
TYMP	0.731261192	0.737353113
TYRO3	0.316140905	0.319290766
TYRP1	0.644362501	
UBAC1	0.394630787	0.398577807
UBE2B	0.300058052	
UBE2L6	0.647448674	
UBE2Z	0.605278014	
UBQLN3	0.508360709	
UBXN1	0.713675344	
UFD1	1.451891818	
UGDH	1.026548723	
UHRF2	0.35918039	
ULBP2	0.434898759	0.444733834
UMOD	0.632261769	0.636315458
UNC5D	0.275758029	
UNC79	0.577595021	
UNG	0.35528624	
UPB1	1.019961575	
UPK3A	0.504226456	
UPK3BL1	0.553009619	
UROD	0.721602825	
UROS	0.697843063	
USO1	1.002584363	1.013753043
USP25	0.756991216	
USP28	0.385070228	
USP47	0.885032325	
USP8	1.052934461	1.054083465
UXS1	0.58362536	0.588883456
VAMP5	0.599400444	0.599606627
VAMP8	0.903096186	
VASH1	0.901879623	0.91168824
VASN	0.303810162	0.308125578
VASP	0.751389458	
VAT1	0.221545659	0.223642807
VAV3	1.023344262	
VCAM1	0.308563582	0.310872872
VCAN	0.344908069	0.34807921
VCPKMT	0.887134155	
VEGFA	0.665208124	0.664771982
VEGFB	0.312113513	
VEGFC	0.624078368	0.630090262
VEGFD	0.421803639	0.423839042
VGF	0.323541144	
VIM	1.267359938	1.28409768
VIPR1	0.252265665	
VIT	0.436161858	
VMO1	0.766495158	0.770634072
VNN1	0.780000724	
VNN2	0.529356544	0.529189504
VPS28	0.686014772	
VPS37A	0.891638289	0.903336785
VPS4B	0.981279422	
VPS53	0.87491351	0.873272904
VSIG10	0.370282773	
VSIG10L	0.342193394	
VSIG2	0.64252061	
VSIG4	0.490161148	0.501778146
VSIR	0.683442519	0.684744299
VSNL1	0.431681718	
VSTM1	0.542563255	0.548731316
VSTM2B	0.428306456	
VSTM2L	0.643643232	0.641018772
VTA1	0.799086005	0.803081197
VTCN1	0.349536822	0.358243594
VTI1A	0.604519812	
VWA1	0.492829545	0.494569832
VWA5A	0.81157837	
VWC2	0.460600154	0.469136634
VWC2L	0.495113144	
VWF	0.847597553	0.840576757
WARS	0.392220522	0.429217502
WAS	0.735788629	0.745115953
WASF1	1.02929375	1.039910437
WASF3	0.901330964	0.934319101
WASHC3	0.802539011	
WASL	0.606019702	
WDR46	0.381562035	
WFDC1	0.559776846	
WFDC12	0.794509997	0.801849194
WFDC2	0.483261299	0.497114799
WFIKKN1	0.489471868	0.490435472
WFIKKN2	0.40897131	0.407521271
WIF1	0.396989932	0.398444129
WNT9A	0.343156831	0.354194512
WWP2	0.605051072	0.611208736
XCL1	0.623320694	0.62876413
XG	0.466745353	0.473501575
XIAP	0.593414279	
XPNPEP2	1.118045885	1.118144916
XRCC4	0.408118682	0.412145386
YAP1	0.324566148	
YARS1	1.524361891	
YES1	1.277826909	1.286653165
YJU2	0.337205288	
YOD1	0.667935513	
YTHDF3	0.936731535	0.940912259
YWHAQ	0.758330912	
YY1	0.284229178	
ZBP1	0.415664842	
ZBTB16	0.802108159	0.807682761
ZBTB17	0.439060365	0.445954684
ZCCHC8	0.618426623	
ZFYVE19	0.933317186	
ZHX2	0.356801544	
ZNF174	0.38008878	
ZNF75D	0.631543919	
ZNF830	0.829271781	
ZNRD2	0.730309662	
ZNRF4	0.560665452	
ZP3	2.693027676	
ZP4	0.337065602	
ZPR1	0.972930082	
